Code, Routine, Start Time, Stop Time, Description
BT30, brushing, 2018-11-17T15:12:03+00:00, 2018-11-17T15:12:07+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-11-17T15:12:09+00:00, 2018-11-17T15:12:29+00:00, Verify lozenge percent correct,
BT32, brushing, 2018-11-17T15:13:04+00:00, 2018-11-17T15:13:06+00:00, Verify did not lose track of items while brushing,
BT33, brushing, 2018-11-17T15:13:07+00:00, 2018-11-17T15:13:13+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-11-17T15:13:14+00:00, 2018-11-17T15:13:57+00:00, Box put away,
BT-5, brushing, 2018-11-17T17:00:11+00:00, 2018-11-17T17:00:17+00:00, Verify finished last run of routine,
BT00, brushing, 2018-11-17T19:03:29+00:00, 2018-11-17T19:05:19+00:00, Information task: 1 min,
BT10, brushing, 2018-11-17T19:05:23+00:00, 2018-11-17T19:14:09+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT40, brushing, 2018-11-17T19:14:11+00:00, 2018-11-17T19:14:53+00:00, Eye lubricant,
BT17, brushing, 2018-11-17T19:14:57+00:00, 2018-11-17T19:16:30+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-11-17T19:16:34+00:00, 2018-11-17T19:16:36+00:00, Have started current routine or no current routine, UNFINISHED
BT19, brushing, 2018-11-17T19:16:38+00:00, 2018-11-17T19:23:04+00:00, Measure and dose lozenge percent,
BT13, brushing, 2018-11-17T19:23:10+00:00, 2018-11-17T19:38:16+00:00, Address 1 responsibility; at least communicate with other parties involved (or 2 min EEG if Aux),
BT15, brushing, 2018-11-17T19:38:19+00:00, 2018-11-17T19:40:35+00:00, N2 scheduling etc work: 2 min,
BT19A, brushing, 2018-11-17T19:40:38+00:00, 2018-11-17T19:41:49+00:00, About to brush begin dispenser,
BT19AB, brushing, 2018-11-17T19:41:53+00:00, 2018-11-17T19:41:54+00:00, If time, work towards exercise routine & finish if not yet today, UNFINISHED
BT19B, brushing, 2018-11-17T19:41:56+00:00, 2018-11-17T19:42:17+00:00, Finalize lozenge percent,
BT20, brushing, 2018-11-17T19:42:18+00:00, 2018-11-17T19:45:29+00:00, Brush Teeth,
BT25, brushing, 2018-11-17T19:45:36+00:00, 2018-11-17T19:56:35+00:00, Review list and concept of present concerns (include ref to old concerns),
BT30, brushing, 2018-11-17T19:56:38+00:00, 2018-11-17T19:56:41+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-11-17T19:56:43+00:00, 2018-11-17T19:57:08+00:00, Verify lozenge percent correct,
BT32, brushing, 2018-11-17T19:57:12+00:00, 2018-11-17T19:57:43+00:00, Verify did not lose track of items while brushing,
BT33, brushing, 2018-11-17T19:57:49+00:00, 2018-11-17T19:57:50+00:00, Verify correctly evaluated routine, UNFINISHED
BT50, brushing, 2018-11-17T19:57:52+00:00, 2018-11-17T19:58:56+00:00, Box put away,
BT60, brushing, 2018-11-17T19:58:58+00:00, 2018-11-17T19:58:59+00:00, Sensory awareness (or Aux), UNFINISHED
BT-5, brushing, 2018-11-18T14:57:26+00:00, 2018-11-18T14:57:28+00:00, Verify finished last run of routine, UNFINISHED
BT00, brushing, 2018-11-18T19:15:29+00:00, 2018-11-18T19:16:08+00:00, Information task: 1 min, UNFINISHED
BT10, brushing, 2018-11-18T19:16:13+00:00, 2018-11-18T19:18:05+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT40, brushing, 2018-11-18T19:18:09+00:00, 2018-11-18T19:18:57+00:00, Eye lubricant,
BT17, brushing, 2018-11-18T19:19:06+00:00, 2018-11-18T19:21:01+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-11-18T19:21:06+00:00, 2018-11-18T19:21:07+00:00, Have started current routine or no current routine, UNFINISHED
BT19, brushing, 2018-11-18T19:21:12+00:00, 2018-11-18T19:25:36+00:00, Measure and dose lozenge percent,
BT13, brushing, 2018-11-18T19:25:44+00:00, 2018-11-18T19:25:46+00:00, Address 1 responsibility; at least communicate with other parties involved (or 2 min EEG if Aux), UNFINISHED
BT15, brushing, 2018-11-18T19:25:57+00:00, 2018-11-18T19:27:43+00:00, N2 scheduling etc work: 2 min,
BT19A, brushing, 2018-11-18T19:27:49+00:00, 2018-11-18T19:28:58+00:00, About to brush begin dispenser,
BT19AB, brushing, 2018-11-18T19:29:03+00:00, 2018-11-18T19:29:03+00:00, If time, work towards exercise routine & finish if not yet today, UNFINISHED
BT19B, brushing, 2018-11-18T19:29:07+00:00, 2018-11-18T19:29:21+00:00, Finalize lozenge percent,
BT20, brushing, 2018-11-18T19:29:24+00:00, 2018-11-18T19:32:52+00:00, Brush Teeth,
BT25, brushing, 2018-11-18T19:40:42+00:00, 2018-11-18T19:50:42+00:00, Review list and concept of present concerns (include ref to old concerns), UNFINISHED
BT30, brushing, 2018-11-18T19:50:47+00:00, 2018-11-18T19:50:48+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct, UNFINISHED
BT31, brushing, 2018-11-18T19:50:49+00:00, 2018-11-18T19:50:50+00:00, Verify lozenge percent correct, UNFINISHED
BT32, brushing, 2018-11-18T19:50:50+00:00, 2018-11-18T19:50:51+00:00, Verify did not lose track of items while brushing, UNFINISHED
BT33, brushing, 2018-11-18T19:50:51+00:00, 2018-11-18T19:50:52+00:00, Verify correctly evaluated routine, UNFINISHED
BT50, brushing, 2018-11-18T19:50:53+00:00, 2018-11-18T19:50:54+00:00, Box put away, UNFINISHED
BT60, brushing, 2018-11-18T19:50:55+00:00, 2018-11-18T19:50:55+00:00, Sensory awareness (or Aux), UNFINISHED
BT70, brushing, 2018-11-18T19:50:56+00:00, 2018-11-18T19:50:56+00:00, NVC Practice (or Aux), UNFINISHED
BT80, brushing, 2018-11-18T19:50:57+00:00, 2018-11-18T19:50:58+00:00, Accomplishment Log, UNFINISHED
BT90, brushing, 2018-11-18T19:50:58+00:00, 2018-11-18T19:50:59+00:00, Task (1 hr), UNFINISHED
BT20, brushing, 2018-11-19T18:20:06+00:00, 2018-11-19T18:23:19+00:00, Brush Teeth,
BT19, brushing, , 2018-11-19T18:27:58+00:00, Measure and dose lozenge percent, finished earlier
BT19B, brushing, , 2018-11-19T18:28:01+00:00, Finalize lozenge percent, finished earlier
BT00, brushing, 2018-11-19T18:28:31+00:00, 2018-11-19T18:30:27+00:00, Information task: 1 min,
BT10, brushing, 2018-11-19T18:30:33+00:00, 2018-11-19T18:30:37+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT40, brushing, 2018-11-19T18:30:39+00:00, 2018-11-19T18:31:01+00:00, Eye lubricant,
BT17B, brushing, 2018-11-19T18:31:07+00:00, 2018-11-19T18:32:20+00:00, Migrate routine data off airgapped phone: 1 min,
